agent_id,agent_name,role,title,status,adapter_type,budget_monthly_cents,spent_monthly_cents,last_heartbeat_at,is_active,pause_reason,paused_at,deleted_at,created_at,updated_at,capabilities,icon,model_config,device_config,adapter_config,runtime_config,permissions,metadata,company_id,company_name,company_status,reports_to_name,reports_to_role,manager_company_name
550e8400-e29b-41d4-a716-446655440006,Email Composer,specialist,Email Marketing Specialist,idle,http,0,0,2026-04-21 09:28:42.305+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Email content creation and optimization,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
9153e058-eb64-40fe-8f64-200e0bfc0260,HAL,specialist,HITL Task Manager,idle,http,350000,0,2026-04-21 09:27:35.403+00,true,null,null,null,2026-04-20 15:32:42.078001+00,2026-04-21 09:59:29.872927+00,Human-in-the-loop validation and routing; Critical communication validation; HITL workflow coordination; Quality assurance and validation standards; Escalation management and stakeholder coordination.,🤖,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""anthropic/claude-sonnet-3.5"",""skills"":[""hitl-validation-routing"",""critical-communication-validation"",""hitl-workflow-coordination"",""quality-assurance-validation"",""escalation-management"",""stakeholder-coordination"",""validation-standards"",""human-feedback-integration""],""max_tokens"":3072,""temperature"":0.4}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1},""error_handling"":{""auto_retry"":false,""escalation_enabled"":true},""retry_attempts"":1,""timeout_seconds"":480,""max_concurrent_tasks"":12}","{""access"":{""admin_functions"":false,""read_validation_data"":true,""write_validation_reports"":true},""execute"":{""allowed_domains"":[""docs-paperclip"",""docs-construct-ai""],""automation_engine"":""hitl_manager""},""validate"":{""quality_assurance"":true,""critical_communications"":true,""human_validation_routing"":true}}","{""layer"":""specialized"",""department"":""communication-workflow"",""human_name"":""HAL"",""created_via"":""ATLAS-WORKFLOW-ARCHITECTURE"",""specialization"":""hitl-task-management""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
d651e87a-f02c-4165-b0d3-4f51144bd7dc,Harmony,specialist,Stakeholder Communication Specialist,idle,http,300000,0,2026-04-21 09:10:14.71+00,true,null,null,null,2026-04-20 15:32:42.078001+00,2026-04-21 09:59:29.872927+00,Stakeholder notification and response management; Communication personalization and segmentation; Response tracking and follow-up; Stakeholder relationship management; Communication effectiveness analysis.,🎭,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""anthropic/claude-haiku-3.5"",""skills"":[""stakeholder-notification-management"",""communication-personalization"",""response-tracking"",""follow-up-coordination"",""relationship-management"",""segmentation-analysis"",""effectiveness-measurement"",""engagement-optimization""],""max_tokens"":2048,""temperature"":0.6}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1},""error_handling"":{""auto_retry"":true,""escalation_enabled"":false},""retry_attempts"":2,""timeout_seconds"":300,""max_concurrent_tasks"":20}","{""access"":{""admin_functions"":false,""read_stakeholder_data"":true,""write_communication_history"":true},""manage"":{""response_tracking"":true,""relationship_management"":true,""stakeholder_communications"":true},""execute"":{""allowed_domains"":[""docs-paperclip"",""docs-construct-ai""],""automation_engine"":""stakeholder_specialist""}}","{""layer"":""specialized"",""department"":""communication-workflow"",""human_name"":""Harmony"",""created_via"":""ATLAS-WORKFLOW-ARCHITECTURE"",""specialization"":""stakeholder-communication""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440021,Hugo,general,Creative Operations Director,idle,http,0,0,2026-04-21 09:31:11.047+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Creative operations leadership, content production oversight, quality assurance coordination, and creative team management.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1}}","{""canCreateAgents"":false}","{""team"":""Executive"",""specialization"":""Creative Operations""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440023,Ivy,general,Narrative Design Specialist,idle,http,0,0,2026-04-21 09:23:32.819+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Story development and narrative design, character development, plot structuring, and storytelling optimization.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3}}","{""canCreateAgents"":false}","{""team"":""Content Creation"",""specialization"":""Narrative Design""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Hugo,general,ContentForge AI
660e8400-e29b-41d4-a716-446655440028,Jasper,general,Audience Insights Analyst,idle,http,0,0,2026-04-21 09:30:39.927+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Audience analysis and segmentation, user behavior analysis, demographic research, and audience engagement optimization.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1}}","{""canCreateAgents"":false}","{""team"":""Content Strategy"",""specialization"":""Audience Analysis""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440034,Jordan,general,Content Analytics Engineer,idle,http,0,0,2026-04-21 09:28:30.764+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Content analytics implementation, performance tracking systems, data visualization, and analytics dashboard development.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1}}","{""canCreateAgents"":false}","{""team"":""Content Technology"",""specialization"":""Analytics Engineering""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Alex,general,ContentForge AI
550e8400-e29b-41d4-a716-446655440002,Jordan,specialist,Content Strategy Director,idle,http,0,0,2026-04-21 09:05:11.813+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:17:08.764714+00,Content strategy and orchestration,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440027,Kira,general,Brand Strategy Specialist,idle,http,0,0,2026-04-21 09:29:46.667+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Brand strategy development, brand voice definition, brand consistency management, and brand performance analysis.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3}}","{""canCreateAgents"":false}","{""team"":""Content Strategy"",""specialization"":""Brand Strategy""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440029,Liam,general,Content Trend Forecaster,idle,http,0,0,2026-04-21 09:31:01.726+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Content trend analysis and forecasting, market research, competitive analysis, and trend-driven content strategy.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3}}","{""canCreateAgents"":false}","{""team"":""Content Strategy"",""specialization"":""Trend Forecasting""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
550e8400-e29b-41d4-a716-446655440007,Link Builder,specialist,Link Building Specialist,idle,http,0,0,2026-04-21 09:29:43.103+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Link building and outreach strategies,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
550e8400-e29b-41d4-a716-446655440008,Local SEO Expert,specialist,Local SEO Specialist,idle,http,0,0,2026-04-21 09:30:50.093+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Local search engine optimization,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
550e8400-e29b-41d4-a716-446655440009,Mobile Optimizer,specialist,Mobile SEO Specialist,idle,http,0,0,2026-04-21 09:28:36.866+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Mobile optimization and performance,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440026,Morgan,general,Content Performance Optimizer,idle,http,0,0,2026-04-21 09:30:55.234+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Content performance analysis, engagement optimization, SEO optimization, and content distribution strategy.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3}}","{""canCreateAgents"":false}","{""team"":""Content Creation"",""specialization"":""Content Optimization""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Hugo,general,ContentForge AI
660e8400-e29b-41d4-a716-446655440025,Noah,general,Multimedia Content Producer,idle,http,0,0,2026-04-21 09:24:05.764+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"Multimedia content production, video editing, audio production, and multi-format content optimization.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3}}","{""canCreateAgents"":false}","{""team"":""Content Creation"",""specialization"":""Multimedia Production""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Hugo,general,ContentForge AI
550e8400-e29b-41d4-a716-446655440010,Performance Optimizer,specialist,Content Performance Specialist,idle,http,0,0,2026-04-21 09:27:32.758+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Content performance optimization,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
550e8400-e29b-41d4-a716-446655440015,Reese,specialist,Technical SEO Expert,idle,http,0,0,2026-04-21 09:23:53.987+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Technical SEO implementation and optimization,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
550e8400-e29b-41d4-a716-446655440011,Reporting Specialist,specialist,Content Reporting Analyst,idle,http,0,0,2026-04-21 09:23:43.813+00,true,null,null,null,2026-04-12 09:27:27.864088+00,2026-04-21 09:59:29.872927+00,Content performance reporting and analytics,null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":3},""persistSession"":true}","{""canCreateAgents"":false}","{""team"":""ContentForge AI"",""source"":""documentation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Jude,ceo,Loopy AI
660e8400-e29b-41d4-a716-446655440032,Riley,general,AI Content Generation Specialist,idle,http,0,0,2026-04-21 09:30:11.026+00,true,null,null,null,2026-04-11 00:52:39.316183+00,2026-04-21 09:59:29.872927+00,"AI-powered content generation, automated content creation, content personalization, and AI content optimization.",null,null,null,"{""url"":""https://hermes-agent-web-6eeu.onrender.com/"",""model"":""openrouter/qwen/qwen-3-6-plus"",""timeoutSec"":300,""persistSession"":true}","{""heartbeat"":{""enabled"":false,""intervalSec"":300,""wakeOnDemand"":true,""wakeOnAssignment"":true,""wakeOnAutomation"":true,""maxConcurrentRuns"":1}}","{""canCreateAgents"":false}","{""team"":""Content Technology"",""specialization"":""AI Content Generation""}",550e8400-e29b-41d4-a716-446655440008,ContentForge AI,active,Alex,general,ContentForge AI
